bucket_0_20,bucket_101_plus,bucket_21_40,bucket_41_60,bucket_61_80,bucket_81_100,digit_count,digit_letter_ratio,has_at_symbol,has_fragment,has_port,host_length,hostname_entropy,hyphen_count,is_https,is_ip_host,letter_count,num_dots,num_path_segments,num_query_params,path_entropy,path_length,percent_encoded_fraction,special_char_count,suspicious_tld,token_account,token_bank,token_confirm,token_login,token_secure,token_signin,token_update,token_verify,token_webscr,url_length,vowel_fraction
1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.14285714285714285,0.0,0.0,0.0,12.0,3.584962500721156,0.0,1.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.2
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0625,0.0,0.0,0.0,8.0,2.5,0.0,1.0,0.0,16.0,2.0,1.0,0.0,2.807354922057604,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.17391304347826086
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0850551027564768,0.0,1.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.14285714285714285
0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.15384615384615385,0.0,0.0,0.0,6.0,2.584962500721156,0.0,1.0,0.0,26.0,1.0,1.0,1.0,3.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.05405405405405406
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.699513850319966,0.0,1.0,0.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.13636363636363635
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.5,0.0,1.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.25
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.4056390622295662,0.0,1.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0625
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0957952550009344,0.0,1.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.15789473684210525
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.584962500721156,0.0,1.0,0.0,22.0,1.0,1.0,0.0,3.5465935642949384,13.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.1111111111111111
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.321928094887362,1.0,1.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.16666666666666666
0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.08333333333333333,0.0,0.0,0.0,23.0,3.2733494559629497,0.0,1.0,0.0,24.0,2.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.21875
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.3927474104487847,0.0,1.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.19047619047619047
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.2516291673878226,0.0,1.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.15
1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,0.0,0.0,0.0,8.0,2.75,0.0,1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.125
0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.06451612903225806,0.0,0.0,0.0,30.0,4.148394345536404,0.0,1.0,0.0,31.0,2.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.10256410256410256
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.2195282822995477,0.0,1.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.6168746059562227,0.0,1.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.572469458770136,0.0,1.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.28
0.0,1.0,0.0,0.0,0.0,0.0,22.0,0.23404255319148937,0.0,0.0,0.0,6.0,2.584962500721156,2.0,1.0,0.0,94.0,5.0,1.0,2.0,2.725480556997868,9.0,0.03676470588235294,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.22058823529411764
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.584962500721156,0.0,1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.14285714285714285
0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.16216216216216217,0.0,0.0,0.0,31.0,3.953565664946427,2.0,1.0,0.0,37.0,2.0,1.0,1.0,2.321928094887362,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.2830188679245283
0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.14432989690721648,0.0,0.0,0.0,21.0,3.5944656369614516,0.0,1.0,0.0,97.0,2.0,2.0,1.0,3.697845823084412,22.0,0.008333333333333333,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.175
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0269868333592873,0.0,1.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.19047619047619047
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.106890595608519,0.0,1.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.21739130434782608
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.625,1.0,1.0,0.0,24.0,2.0,1.0,0.0,2.521640636343318,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.1935483870967742
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.7849418274376423,0.0,1.0,0.0,31.0,1.0,1.0,0.0,2.5,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.1891891891891892
0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.8333333333333334,0.0,0.0,0.0,15.0,3.189898095464287,0.0,1.0,0.0,18.0,2.0,1.0,0.0,2.7806390622295662,16.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.10256410256410256
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.6644977792004623,0.0,1.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.22727272727272727
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.452819531114783,0.0,1.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.2916666666666667
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.9312089489103235,0.0,1.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.23809523809523808
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.721928094887362,0.0,1.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.2222222222222222
0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.09183673469387756,0.0,0.0,0.0,15.0,2.973557262275185,0.0,1.0,0.0,98.0,2.0,4.0,3.0,4.97227441389348,64.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.23577235772357724
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3.559079570624174,3.0,1.0,0.0,25.0,2.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.23529411764705882
0.0,0.0,0.0,1.0,0.0,0.0,16.0,0.5,1.0,0.0,0.0,32.0,4.25,0.0,1.0,0.0,32.0,3.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.1724137931034483
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.3927474104487847,0.0,1.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.14285714285714285
0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.11904761904761904,0.0,0.0,0.0,17.0,3.219528282299548,1.0,1.0,0.0,42.0,2.0,1.0,0.0,4.582118926162055,29.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.16666666666666666
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.94770277922009,0.0,1.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.11764705882352941
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.75,0.0,1.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.125
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.238901256602631,0.0,1.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.14285714285714285
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.6416041678685933,0.0,1.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.17647058823529413
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,2.725480556997868,0.0,1.0,0.0,19.0,1.0,1.0,0.0,2.75,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.2222222222222222
